SNDG	ELIGIBLE_FIN_STAT_COND_1	ELIGIBLE_FIN_STAT_COND_2	ELIGIBLE_FIN_STAT_COND_3	ELIGIBLE_FIN_STAT_COND_4	ELIGIBLE_FIN_STAT_COND_5	ELIGIBLE_FIN_STAT_COND_6	ELIGIBLE_FIN_STAT_COND_7	ELIGIBLE_FIN_STAT_COND_8	ELIGIBLE_FIN_STAT_COND_9	NUM_IND_3	IND_03_	NUM_IND_4	DEN_IND_4	IND_04_	NUM_IND_5	DEN_IND_5	IND_05_	BR3	BR4	BR5	BR000009	BR000001	colore	COLOR_APP
0000000017322144	1	1	1	1	1	1	1	1	1	-76000,000000	-0,029	4445000,000000	19045000,000000	0,233	?	?	?	1	1	0	0	0	?	S01
0000000017853682	1	1	1	1	1	1	1	1	1	100000,000000	0,350	31000,000000	4076000,000000	0,008	?	?	?	1	1	0	0	0	?	S10
0000000024477720	1	1	1	1	1	0	1	1	1	-7000,000000	?	-63000,000000	272000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017549327	1	1	1	1	1	0	1	1	1	39000,000000	?	347000,000000	2939000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000073593520	1	1	1	1	1	1	1	1	1	29000,000000	0,220	516000,000000	4482000,000000	0,115	?	?	?	1	1	0	0	0	?	S01
0000000016718890	1	1	1	1	1	0	1	1	1	1000,000000	?	113000,000000	4264000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017770751	1	1	1	1	1	1	1	1	1	95000,000000	0,044	232000,000000	2841000,000000	0,082	?	?	?	1	1	0	0	0	?	S01
0000000071238011	1	1	1	1	1	0	1	1	1	32000,000000	?	-19000,000000	316000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000066509548	1	1	1	1	1	1	1	1	1	132000,000000	0,028	-978000,000000	6854000,000000	-0,143	?	?	?	1	1	0	0	0	?	S01
0000000017523830	1	1	1	1	1	0	1	1	1	115000,000000	?	260000,000000	2983000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016947228	1	1	1	1	1	0	1	1	1	69000,000000	?	-547000,000000	4169000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017427777	1	1	1	1	1	1	1	1	1	966000,000000	0,610	-128000,000000	3524000,000000	-0,036	?	?	?	0	1	0	0	0	?	S01
0000000088568592	1	1	1	1	1	0	1	1	1	1000,000000	?	2000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000081679751	1	1	1	1	1	0	1	1	1	60000,000000	?	594000,000000	23000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000073456533	1	1	1	1	1	0	0	0	0	3838000,000000	?	1823000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017072803	1	1	1	1	1	0	0	0	0	1081000,000000	?	2423000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017864853	1	1	1	1	1	0	1	1	1	18000,000000	?	66000,000000	12934000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017410510	1	1	1	1	1	0	0	0	0	11000,000000	?	412000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S50
0000000082301237	1	1	1	1	1	0	1	1	1	1000,000000	?	164000,000000	1213000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017073247	1	1	1	1	1	1	1	1	1	27000,000000	0,043	282000,000000	13434000,000000	0,021	?	?	?	1	1	0	0	0	?	S01
0000000016310798	1	1	1	1	1	1	1	1	1	-112000,000000	-2,000	140000,000000	2890000,000000	0,048	?	?	?	1	1	0	0	0	?	S01
0000000016874109	1	1	1	1	1	0	0	0	0	372000,000000	?	571000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017339003	1	1	1	1	1	0	1	1	1	23000,000000	?	-978000,000000	15054000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017424327	1	1	1	1	1	0	1	1	1	28000,000000	?	0,000000	7448000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000090318963	1	1	1	1	1	1	1	1	1	132000,000000	0,102	1125000,000000	3615000,000000	0,311	?	?	?	1	1	0	0	0	?	S01
0000000055084109	1	1	1	1	1	0	1	1	1	-1232000,000000	?	-34740000,000000	45983000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016167986	1	1	1	1	1	1	1	1	1	309000,000000	0,006	-47000,000000	8322000,000000	-0,006	?	?	?	1	1	0	0	0	?	S01
0000000069442458	1	1	1	1	1	1	1	1	1	-252000,000000	-0,166	1079000,000000	11940000,000000	0,090	?	?	?	1	1	0	0	0	?	S01
0000000016767724	1	1	1	1	1	1	1	1	1	-1000,000000	0,000	-48000,000000	890000,000000	-0,054	?	?	?	1	1	0	0	0	?	S01
0000000047291702	1	1	1	1	1	0	1	1	1	-44000,000000	?	-2000,000000	832000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000074509264	1	1	1	1	1	1	1	1	1	12000,000000	0,387	943000,000000	987000,000000	0,955	?	?	?	1	0	0	0	0	?	S01
0000000016878187	1	1	1	1	1	0	1	1	1	33000,000000	?	-71000,000000	2624000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017158910	1	1	1	1	1	1	1	1	1	99000,000000	0,066	387000,000000	7905000,000000	0,049	?	?	?	1	1	0	0	0	?	S01
0000000081770823	1	1	1	1	1	1	1	1	1	2000,000000	0,019	226000,000000	7532000,000000	0,030	?	?	?	1	1	0	0	0	?	S01
0000000016624069	1	1	1	1	1	1	1	1	1	22000,000000	0,002	-136000,000000	7883000,000000	-0,017	?	?	?	1	1	0	0	0	?	S01
0000000058882738	1	1	1	1	1	0	0	0	0	-22000,000000	?	231000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000024905757	1	1	1	1	1	1	1	1	1	192000,000000	0,043	1000,000000	392000,000000	0,003	?	?	?	1	1	0	0	0	?	S01
0000000024406800	1	1	1	1	1	0	1	1	1	-1000,000000	?	697000,000000	3423000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000016912627	1	1	1	1	1	1	1	1	1	131000,000000	0,425	161000,000000	8606000,000000	0,019	?	?	?	1	1	0	0	0	?	S01
0000000017631989	1	1	1	1	1	0	0	0	0	1554000,000000	?	485000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017256164	1	1	1	1	1	1	1	1	1	2744000,000000	0,302	1072000,000000	55588000,000000	0,019	?	?	?	1	1	0	0	0	?	S01
0000000047335172	1	1	1	1	1	1	1	1	1	-3000,000000	-0,020	101000,000000	623000,000000	0,162	?	?	?	1	1	0	0	0	?	S01
0000000016617883	1	1	1	1	1	1	1	1	1	-847000,000000	-0,258	-1662000,000000	5037000,000000	-0,330	?	?	?	1	1	0	0	0	?	S01
0000000016924105	1	1	1	1	1	1	1	1	1	-309000,000000	-0,232	-152000,000000	590000,000000	-0,258	?	?	?	1	1	0	0	0	?	S01
0000000017196773	1	1	1	1	1	1	1	1	1	30000,000000	0,026	859000,000000	2038000,000000	0,421	?	?	?	1	1	0	0	0	?	S01
0000000053007291	1	1	1	1	1	1	1	1	1	6000,000000	0,002	672000,000000	23208000,000000	0,029	?	?	?	1	1	0	0	0	?	S01
0000000072578843	1	1	1	1	1	1	1	1	1	394000,000000	2,189	763000,000000	14412000,000000	0,053	?	?	?	0	1	0	0	0	?	S10
0000000016617418	1	1	1	1	1	0	1	1	1	23000,000000	?	-17000,000000	147000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016699278	1	1	1	1	1	1	1	1	1	-1846000,000000	-0,104	-423000,000000	8465000,000000	-0,050	?	?	?	1	1	0	0	0	?	S01
0000000028175291	1	1	1	1	1	0	0	0	0	48000,000000	?	1000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016551075	1	1	1	1	1	0	1	1	1	1000,000000	?	-30000,000000	511000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000027440271	1	1	1	1	1	1	1	1	1	-173000,000000	-0,073	96000,000000	3101000,000000	0,031	?	?	?	1	1	0	0	0	?	S10
0000000073806411	1	1	1	1	1	0	1	1	1	71000,000000	?	331000,000000	1294000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017642278	1	1	1	1	1	1	1	1	1	35000,000000	0,240	278000,000000	6123000,000000	0,045	?	?	?	1	1	0	0	0	?	S01
0000000017162600	1	1	1	1	1	0	1	1	1	95000,000000	?	347000,000000	2929000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000054247748	1	1	1	1	1	0	1	1	1	1250000,000000	?	-40000,000000	26829000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017621070	1	1	1	1	1	0	1	1	1	18000,000000	?	-311000,000000	5356000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016614314	1	1	1	1	1	0	1	1	1	-98000,000000	?	-292000,000000	2626000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047246251	1	1	1	1	1	1	1	1	1	3000,000000	0,111	-22000,000000	191000,000000	-0,115	?	?	?	1	1	0	0	0	?	S01
0000000017574475	1	1	1	1	1	0	1	1	1	78000,000000	?	-242000,000000	1799000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016614077	1	1	1	1	1	0	1	1	1	-5153000,000000	?	-1958000,000000	6559000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047711349	1	1	1	1	1	0	0	0	0	-92000,000000	?	489000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017780501	1	1	1	1	1	0	0	0	0	2942000,000000	?	8863000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000028366955	1	1	1	1	1	1	1	1	1	43000,000000	0,111	214000,000000	1708000,000000	0,125	?	?	?	1	1	0	0	0	?	S01
0000000017890929	1	1	1	1	1	1	1	1	1	-60000,000000	-0,149	519000,000000	25886000,000000	0,020	?	?	?	1	1	0	0	0	?	S01
0000000017338423	1	1	1	1	1	0	1	1	1	76000,000000	?	-593000,000000	3319000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000078653109	1	1	1	1	1	0	1	1	1	-11000,000000	?	188000,000000	689000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000017046993	1	1	1	1	1	1	1	1	1	778000,000000	0,747	87000,000000	2597000,000000	0,034	?	?	?	0	1	0	0	0	?	S01
0000000080245322	1	1	1	1	1	1	1	1	1	30000,000000	0,103	26000,000000	2354000,000000	0,011	?	?	?	1	1	0	0	0	?	S01
0000000016918347	1	1	1	1	1	0	1	1	1	69000,000000	?	316000,000000	5145000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017490253	1	1	1	1	1	1	1	1	1	19000,000000	0,037	469000,000000	3354000,000000	0,140	?	?	?	1	1	0	0	0	?	S01
0000000047140686	1	1	1	1	1	0	1	1	1	18000,000000	?	655000,000000	4588000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016174511	1	1	1	1	1	1	1	1	1	-98000,000000	-0,050	-82000,000000	1136000,000000	-0,072	?	?	?	1	1	0	0	0	?	S01
0000000016793159	1	1	1	1	1	0	1	1	1	6000,000000	?	-67000,000000	1219000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000058879301	1	1	1	1	1	1	1	1	1	6000,000000	0,065	-28000,000000	646000,000000	-0,043	?	?	?	1	1	0	0	0	?	S01
0000000047274342	1	1	1	1	1	0	0	0	0	43000,000000	?	375000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016543124	1	1	1	1	1	0	1	1	1	-133000,000000	?	92000,000000	5693000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017930259	1	1	1	1	1	1	1	1	1	56000,000000	1,400	58000,000000	1499000,000000	0,039	?	?	?	0	1	0	0	0	?	S01
0000000074012135	1	1	1	1	1	0	0	0	0	10000,000000	?	1187000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S50
0000000017810755	1	1	1	1	1	1	1	1	1	20000,000000	0,037	315000,000000	2732000,000000	0,115	?	?	?	1	1	0	0	0	?	S01
0000000017888012	1	1	1	1	1	1	1	1	1	-113000,000000	-0,109	1000,000000	3146000,000000	0,000	?	?	?	1	1	0	0	0	?	S01
0000000016933463	1	1	1	1	1	1	1	1	1	195000,000000	0,023	-2396000,000000	44309000,000000	-0,054	?	?	?	1	1	0	0	0	?	S01
0000000016669648	1	1	1	1	1	0	1	1	1	0,000000	?	-165000,000000	11406000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017043223	1	1	1	1	1	0	1	1	1	-7000,000000	?	163000,000000	4846000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000073297994	1	1	1	1	1	1	1	1	1	3000,000000	0,019	66000,000000	923000,000000	0,072	?	?	?	1	1	0	0	0	?	S01
0000000016128178	1	1	1	1	1	1	1	1	1	308000,000000	0,122	200000,000000	8949000,000000	0,022	?	?	?	1	1	0	0	0	?	S01
0000000054173463	1	1	1	1	1	0	1	1	1	10000,000000	?	716000,000000	1198000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000048135655	1	1	1	1	1	0	0	0	0	1877000,000000	?	4230000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017761688	1	1	1	1	1	0	0	0	0	12207000,000000	?	5564000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017491443	1	1	1	1	1	1	1	1	1	-179000,000000	-0,047	889000,000000	20151000,000000	0,044	?	?	?	1	1	0	0	0	?	S10
0000000026816097	1	1	1	1	1	0	1	1	1	-795000,000000	?	-563000,000000	5334000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000016491480	1	1	1	1	1	0	0	0	0	3464000,000000	?	1223000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017625990	1	1	1	1	1	0	0	0	0	593000,000000	?	3180000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017631537	1	1	1	1	1	1	1	1	1	41000,000000	0,105	974000,000000	1887000,000000	0,516	?	?	?	1	0	0	0	0	?	S10
0000000017861093	1	1	1	1	1	1	1	1	1	31000,000000	0,060	153000,000000	7935000,000000	0,019	?	?	?	1	1	0	0	0	?	S01
0000000069664936	1	1	1	1	1	1	1	1	1	1000,000000	0,030	203000,000000	2789000,000000	0,073	?	?	?	1	1	0	0	0	?	S10
0000000017309681	1	1	1	1	1	1	1	1	1	9000,000000	0,003	-181000,000000	3449000,000000	-0,052	?	?	?	1	1	0	0	0	?	S01
0000000017909623	1	1	1	1	1	0	1	1	1	-131000,000000	?	471000,000000	7026000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000046842156	1	1	1	1	1	1	1	1	1	1000,000000	0,005	5000,000000	134000,000000	0,037	?	?	?	1	1	0	0	0	?	S01
0000000017304052	1	1	1	1	1	0	0	0	0	5400000,000000	?	15348000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000081222737	1	1	1	1	1	0	1	1	1	-62000,000000	?	176000,000000	3122000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017370019	1	1	1	1	1	1	1	1	1	22000,000000	0,029	941000,000000	7284000,000000	0,129	?	?	?	1	1	0	0	0	?	S01
0000000017053455	1	1	1	1	1	0	1	1	1	1365000,000000	?	1254000,000000	31266000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000084646496	1	1	1	1	1	1	1	1	1	-115000,000000	-0,085	182000,000000	90000,000000	2,022	?	?	?	1	0	0	0	0	?	S01
0000000016999846	1	1	1	1	1	0	1	1	1	1000,000000	?	-1563000,000000	14754000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000079029359	1	1	1	1	1	1	1	1	1	89000,000000	0,328	5764000,000000	9161000,000000	0,629	?	?	?	1	0	0	0	0	?	S01
0000000017829995	1	1	1	1	1	0	0	0	0	73000,000000	?	315000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017563106	1	1	1	1	1	1	1	1	1	3000,000000	0,009	255000,000000	2809000,000000	0,091	?	?	?	1	1	0	0	0	?	S01
0000000047260847	1	1	1	1	1	1	1	1	1	70000,000000	0,089	40000,000000	408000,000000	0,098	?	?	?	1	1	0	0	0	?	S01
0000000074295049	1	1	1	1	1	0	1	1	1	-3343000,000000	?	-1668000,000000	6258000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000017847326	1	1	1	1	1	0	1	1	1	-6000,000000	?	-4000,000000	165000,000000	?	?	?	?	0	0	0	0	0	?	S20
0000000016833621	1	1	1	1	1	1	1	1	1	7000,000000	0,412	-104000,000000	2540000,000000	-0,041	?	?	?	1	1	0	0	0	?	S10
0000000016939819	1	1	1	1	1	1	1	1	1	-4508000,000000	-0,137	7529000,000000	2513000,000000	2,996	?	?	?	1	0	0	0	0	?	S01
0000000017060992	1	1	1	1	1	1	1	1	1	14000,000000	0,071	2000,000000	1002000,000000	0,002	?	?	?	1	1	0	0	0	?	S10
0000000016949854	1	1	1	1	1	1	1	1	1	-161000,000000	-0,010	-364000,000000	2228000,000000	-0,163	?	?	?	1	1	0	0	0	?	S01
0000000017326633	1	1	1	1	1	1	1	1	1	143000,000000	0,138	128000,000000	5317000,000000	0,024	?	?	?	1	1	0	0	0	?	S10
0000000016652284	1	1	1	1	1	0	1	1	1	151000,000000	?	143000,000000	3837000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000086797819	1	1	1	1	1	1	1	1	1	-73000,000000	-0,122	-21000,000000	846000,000000	-0,025	?	?	?	1	1	0	0	0	?	S01
0000000017068251	1	1	1	1	1	1	1	1	1	-6000,000000	-0,054	171000,000000	7269000,000000	0,024	?	?	?	1	1	0	0	0	?	S01
0000000049686273	1	1	1	1	1	0	0	0	0	488000,000000	?	818000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017790136	1	1	1	1	1	1	1	1	1	110000,000000	0,029	2245000,000000	24117000,000000	0,093	?	?	?	1	1	0	0	0	?	S30
0000000017745715	1	1	1	1	1	1	1	1	1	-1000,000000	-0,038	-2242000,000000	2608000,000000	-0,860	?	?	?	1	1	0	0	0	?	S01
0000000016631036	1	1	1	1	1	1	1	1	1	-741000,000000	-0,004	8000,000000	117000,000000	0,068	?	?	?	1	1	0	0	0	?	S01
0000000016919383	1	1	1	1	1	0	1	1	1	-467000,000000	?	-514000,000000	8308000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000058844798	1	1	1	1	1	0	0	0	0	138000,000000	?	2122000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000081744551	1	1	1	1	1	0	1	1	1	-36000,000000	?	376000,000000	3230000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000016652475	1	1	1	1	1	1	1	1	1	97000,000000	0,024	4000,000000	1262000,000000	0,003	?	?	?	1	1	0	0	0	?	S01
0000000047246449	1	1	1	1	1	0	1	1	1	20000,000000	?	-4000,000000	182000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000072952723	1	1	1	1	1	0	1	1	1	56000,000000	?	412000,000000	498000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000074141425	1	1	1	1	1	1	1	1	1	-2000,000000	-0,500	-26000,000000	856000,000000	-0,030	?	?	?	1	1	0	0	0	?	S01
0000000017594925	1	1	1	1	1	1	1	1	1	1000,000000	0,019	-550000,000000	1517000,000000	-0,363	?	?	?	1	1	0	0	0	?	S01
0000000052829462	1	1	1	1	1	1	1	1	1	-611000,000000	-0,027	-98000,000000	15596000,000000	-0,006	?	?	?	1	1	0	0	0	?	S01
0000000017953400	1	1	1	1	1	0	0	0	0	3000,000000	?	2445000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017301522	1	1	1	1	1	1	1	1	1	-109000,000000	-0,060	-1005000,000000	4390000,000000	-0,229	?	?	?	1	1	0	0	0	?	S10
0000000089529611	1	1	1	1	1	1	1	1	1	40000,000000	0,280	1548000,000000	3208000,000000	0,483	?	?	?	1	1	0	0	0	?	S01
0000000017586121	1	1	1	1	1	0	1	1	1	9000,000000	?	165000,000000	2607000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017037997	1	1	1	1	1	1	1	1	1	-2000,000000	-0,286	52000,000000	336000,000000	0,155	?	?	?	1	1	0	0	0	?	S01
0000000017407000	1	1	1	1	1	0	1	1	1	22000,000000	?	268000,000000	9754000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017322528	1	1	1	1	1	1	1	1	1	-76000,000000	-1,767	45000,000000	164000,000000	0,274	?	?	?	1	1	0	0	0	?	S01
0000000047267565	1	1	1	1	1	0	0	0	0	12801000,000000	?	662000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017059608	1	1	1	1	1	1	1	1	1	0,000000	0,000	-122000,000000	417000,000000	-0,293	?	?	?	1	1	0	0	0	?	S01
0000000017306406	1	1	1	1	1	0	1	1	1	-127000,000000	?	10000,000000	6616000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000074890167	1	1	1	1	1	0	1	1	1	1044000,000000	?	2344000,000000	8634000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017498222	1	1	1	1	1	1	1	1	1	-8000,000000	-0,011	158000,000000	3641000,000000	0,043	?	?	?	1	1	0	0	0	?	S01
0000000058844147	1	1	1	1	1	1	1	1	1	3104000,000000	4,682	2687000,000000	7113000,000000	0,378	?	?	?	0	1	0	0	0	?	S01
0000000017480158	1	1	1	1	1	0	1	1	1	131000,000000	?	1113000,000000	15480000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000058882481	1	1	1	1	1	1	1	1	1	86000,000000	0,328	-179000,000000	3473000,000000	-0,052	?	?	?	1	1	0	0	0	?	S01
0000000017328589	1	1	1	1	1	1	1	1	1	-6000,000000	-0,020	-185000,000000	4396000,000000	-0,042	?	?	?	1	1	0	0	0	?	S01
0000000016616202	1	1	1	1	1	0	1	1	1	0,000000	?	-69000,000000	435000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017583262	1	1	1	1	1	1	1	1	1	9000,000000	0,021	8000,000000	4221000,000000	0,002	?	?	?	1	1	0	0	0	?	S01
0000000080468142	1	1	1	1	1	0	1	1	1	1000,000000	?	36000,000000	2815000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016535411	1	1	1	1	1	1	1	1	1	-603000,000000	-0,172	34000,000000	260000,000000	0,131	?	?	?	1	1	0	0	0	?	S01
0000000017707848	1	1	1	1	1	1	1	1	1	21000,000000	0,005	154000,000000	6750000,000000	0,023	?	?	?	1	1	0	0	0	?	S01
0000000016662848	1	1	1	1	1	0	1	1	1	-118000,000000	?	436000,000000	189000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000067618993	1	1	1	1	1	0	1	1	1	239000,000000	?	1299000,000000	1242000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000070690450	1	1	1	1	1	1	1	1	1	12000,000000	0,056	104000,000000	953000,000000	0,109	?	?	?	1	1	0	0	0	?	S01
0000000017884468	1	1	1	1	1	1	1	1	1	55000,000000	0,020	294000,000000	2449000,000000	0,120	?	?	?	1	1	0	0	0	?	S01
0000000058871048	1	1	1	1	1	0	0	0	0	408000,000000	?	2299000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000081344371	1	1	1	1	1	1	1	1	1	194000,000000	8,435	2087000,000000	224000,000000	9,317	?	?	?	0	0	0	0	0	?	S10
0000000074895235	1	1	1	1	1	1	1	1	1	152000,000000	0,559	826000,000000	5302000,000000	0,156	?	?	?	0	1	0	0	0	?	S01
0000000017425895	1	1	1	1	1	1	1	1	1	-93000,000000	-0,281	150000,000000	1027000,000000	0,146	?	?	?	1	1	0	0	0	?	S01
0000000017290066	1	1	1	1	1	0	1	1	1	129000,000000	?	-93000,000000	7789000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000082517394	1	1	1	1	1	1	1	1	1	277000,000000	0,402	319000,000000	6194000,000000	0,052	?	?	?	1	1	0	0	0	?	S01
0000000069421355	1	1	1	1	1	0	1	1	1	2515000,000000	?	1564000,000000	5919000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000074322422	1	1	1	1	1	1	1	1	1	0,000000	0,000	87000,000000	2445000,000000	0,036	?	?	?	1	1	0	0	0	?	S01
0000000080658889	1	1	1	1	1	0	1	1	1	12000,000000	?	-45000,000000	146000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000026930225	1	1	1	1	1	0	1	1	1	10000,000000	?	29000,000000	632000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016930350	1	1	1	1	1	1	1	1	1	89000,000000	0,030	-16962000,000000	18199000,000000	-0,932	?	?	?	1	1	0	0	0	?	S01
0000000027171636	1	1	1	1	1	1	1	1	1	284000,000000	0,048	-1072000,000000	10162000,000000	-0,105	?	?	?	1	1	0	0	0	?	S10
0000000083408068	1	1	1	1	1	0	1	1	1	11000,000000	?	13000,000000	63000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000053744651	1	1	1	1	1	0	1	1	1	3000,000000	?	-73000,000000	1179000,000000	?	?	?	?	0	0	0	0	0	?	S10
0000000074618906	1	1	1	1	1	0	0	0	0	7000,000000	?	738000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016938882	1	1	1	1	1	0	1	1	1	76000,000000	?	284000,000000	516000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000066845308	1	1	1	1	1	0	1	1	1	-28000,000000	?	69000,000000	218000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016920333	1	1	1	1	1	0	1	1	1	1644000,000000	?	-908000,000000	10798000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000016919856	1	1	1	1	1	0	0	0	0	10590000,000000	?	15886000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000047715268	1	1	1	1	1	0	1	1	1	-15000,000000	?	-571000,000000	3711000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017899769	1	1	1	1	1	1	1	1	1	-41000,000000	-0,088	242000,000000	3406000,000000	0,071	?	?	?	1	1	0	0	0	?	S01
0000000017768789	1	1	1	1	1	1	1	1	1	57000,000000	0,066	92000,000000	5039000,000000	0,018	?	?	?	1	1	0	0	0	?	S01
0000000017074020	1	1	1	1	1	1	1	1	1	33000,000000	0,021	615000,000000	10183000,000000	0,060	?	?	?	1	1	0	0	0	?	S01
0000000017045349	1	1	1	1	1	1	1	1	1	22000,000000	0,138	195000,000000	777000,000000	0,251	?	?	?	1	1	0	0	0	?	S01
0000000080686288	1	1	1	1	1	0	1	1	1	12000,000000	?	7000,000000	1000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017294800	1	1	1	1	1	1	1	1	1	47000,000000	0,644	406000,000000	962000,000000	0,422	?	?	?	0	1	0	0	0	?	S01
0000000085997847	1	1	1	1	1	1	1	1	1	9000,000000	1,000	2007000,000000	4147000,000000	0,484	?	?	?	0	1	0	0	0	?	S01
0000000016835133	1	1	1	1	1	0	1	1	1	23000,000000	?	502000,000000	2842000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000085361999	1	1	1	1	1	1	1	1	1	-148000,000000	-0,077	260000,000000	6886000,000000	0,038	?	?	?	1	1	0	0	0	?	S01
0000000016973981	1	1	1	1	1	0	1	1	1	-16000,000000	?	810000,000000	938000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017411161	1	1	1	1	1	1	1	1	1	581000,000000	1,291	-838000,000000	9499000,000000	-0,088	?	?	?	0	1	0	0	0	?	S01
0000000079431620	1	1	1	1	1	0	1	1	1	-197000,000000	?	-103000,000000	4777000,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000017023351	1	1	1	1	1	0	0	0	0	19481000,000000	?	28193000,000000	0,000000	?	?	?	?	0	0	0	0	0	?	S01
0000000064918551	1	1	1	1	1	0	1	1	1	-2583000,000000	?	187000,000000	9996000,000000	?	?	?	?	0	0	0	0	0	?	S01
