SNDG	NUM_IND_58	DEN_IND_58	IND_58	NUM_IND_55	DEN_IND_55	IND_55	NUM_IND_56	DEN_IND_56	IND_56	NUM_IND_57	DEN_IND_57	IND_57	COLOR_APP
0000000047248202	6648,333333333333	249000,00	0,026700133869	0,000000000000	0,000000000000	-1000000,000000000000	10158,666666666667	12000,000000000000	0,846555555556	10397,000000000000	10397,000000000000	1,000000000000	S00
0000000017556656	5565,666666666667	5119000,00	0,001087256626	0,000000000000	200000,000000000000	0,000000000000	25,000000000000	20000,000000000000	0,001250000000	187243,000000000000	187243,000000000000	1,000000000000	S01
0000000055260819	53000,000000000000	552000,00	0,096014492754	53000,000000000000	53000,000000000000	1,000000000000	18,000000000000	0,000000000000	1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000028061249	0,000000000000	1144000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000091152243	0,000000000000	55000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	21459,000000000000	21459,000000000000	1,000000000000	S00
0000000087512377	?	102000,00	9999999,000000000000	?	?	?	?	?	?	?	?	?	S00
0000000084465550	0,000000000000	245000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S50
0000000072869511	0,000000000000	299000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	5357,333333333333	10000,000000000000	0,535733333333	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000068176134	0,000000000000	10334000,00	0,000000000000	0,000000000000	990000,000000000000	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S10
0000000016575414	0,000000000000	27000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	10853,666666666667	15000,000000000000	0,723577777778	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000093788113	0,000000000000	8000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	10,000000000000	0,000000000000	1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000088688302	0,000000000000	200000,00	0,000000000000	0,000000000000	35000,000000000000	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000079430072	?	162000,00	9999999,000000000000	?	?	?	?	?	?	?	?	?	S00
0000000016537377	0,000000000000	328000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	5,000000000000	0,000000000000	1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000017526786	0,000000000000	807000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	63245,666666666667	100000,000000000000	0,632456666667	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000017631227	79438,666666666667	909000,00	0,087391272461	79438,666666666667	550000,000000000000	0,144433939394	0,000000000000	50000,000000000000	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S01
0000000046976379	0,000000000000	101000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	10450,000000000000	20000,000000000000	0,522500000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000047265304	8052,000000000000	4040000,00	0,001993069307	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	245855,000000000000	245855,000000000000	1,000000000000	S01
0000000047252254	133941,666666666667	5108000,00	0,026221939441	133941,666666666667	300000,000000000000	0,446472222222	433,666666666667	50433,666666666667	0,008598753478	566078,000000000000	566078,000000000000	1,000000000000	S01
0000000072819702	0,000000000000	7000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	908,666666666667	1000,000000000000	0,908666666667	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000086474112	78985,666666666667	2705000,00	0,029199876771	70000,000000000000	96666,666666666667	0,724137931034	0,000000000000	0,000000000000	-1000000,000000000000	29873,666666666667	29873,666666666667	1,000000000000	S01
0000000017667029	22934,333333333333	2407000,00	0,009528181692	22934,333333333333	150000,000000000000	0,152895555556	0,000000000000	25000,000000000000	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S01
0000000047674046	0,000000000000	689000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	42541,333333333333	75000,000000000000	0,567217777778	11213,000000000000	11213,000000000000	1,000000000000	S00
0000000086892075	16028,000000000000	521000,00	0,030763915547	16028,000000000000	106666,666666666667	0,150262500000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	10000,000000000000	0,000000000000	S01
0000000047207679	0,000000000000	389000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	2049,666666666667	30988,000000000000	0,066143883654	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000079433997	0,000000000000	18000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	1056,666666666667	0,000000000000	1000000,000000000000	4000,000000000000	4000,000000000000	1,000000000000	S00
0000000047341134	263688,000000000000	97000,00	2,718432989691	263688,000000000000	264000,000000000000	0,998818181818	1864,000000000000	0,000000000000	1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000068083273	4617,000000000000	262000,00	0,017622137405	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	25000,000000000000	0,000000000000	183193,666666666667	183193,666666666667	1,000000000000	S00
0000000087972665	122412,666666666667	1191000,00	0,102781416177	122412,666666666667	153333,333333333333	0,798343478261	429,333333333333	20000,000000000000	0,021466666667	16820,666666666667	16820,666666666667	1,000000000000	S00
0000000067291053	0,000000000000	257000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	830,666666666667	830,666666666667	1,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000086332945	29630,000000000000	269000,00	0,110148698885	29630,000000000000	0,000000000000	1000000,000000000000	12256,666666666667	10000,000000000000	1,225666666667	24615,000000000000	15039,000000000000	1,636744464393	S50
0000000074520211	0,000000000000	322000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	15303,333333333333	15533,333333333333	0,985193133047	21479,666666666667	24380,000000000000	0,881036368608	S00
0000000017674276	0,000000000000	3259000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	6476,666666666667	25000,000000000000	0,259066666667	0,000000000000	0,000000000000	-1000000,000000000000	S01
0000000017341412	275446,666666666667	5968000,00	0,046153932082	258656,000000000000	280000,000000000000	0,923771428571	0,000000000000	0,000000000000	-1000000,000000000000	16790,666666666667	16790,666666666667	1,000000000000	S01
0000000088556244	0,000000000000	286000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	154000,666666666667	154000,666666666667	1,000000000000	S00
0000000082549204	0,000000000000	98000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	0,333333333333	15000,000000000000	0,000022222222	0,000000000000	0,000000000000	-1000000,000000000000	S00
0000000017172406	88040,666666666667	1097000,00	0,080255849286	0,000000000000	0,000000000000	-1000000,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	88040,666666666667	100000,000000000000	0,880406666667	S00
0000000069201390	1714,000000000000	859000,00	0,001995343423	0,000000000000	50000,000000000000	0,000000000000	5017,333333333333	15000,000000000000	0,334488888889	1714,000000000000	1714,000000000000	1,000000000000	S00
0000000047334686	0,000000000000	2186000,00	0,000000000000	0,000000000000	0,000000000000	-1000000,000000000000	1014271,000000000000	1100000,000000000000	0,922064545455	512597,333333333333	512597,333333333333	1,000000000000	S10
